nid,lat,lng,TrickSter,hex_index,Presence,Annu_Mean_Temp,Annu_Prec
2012,9.5,-11.8,spider,8254effffffffff,TRUE,25.68090312,2051
1997,6,1,spider,825897fffffffff,TRUE,27.14660136,1018
2791,7,-11.5,spider,8275b7fffffffff,TRUE,25.96102397,2678
2013,7.4,-10.7,spider,8275b7fffffffff,TRUE,25.96102397,2678
2001,13,-0.5,spider,825987fffffffff,FALSE,28.49457804,480
2792,8,-9,spider,8275a7fffffffff,TRUE,24.21368917,1641
1976,5.5,8,spider,8258d7fffffffff,TRUE,26.74716695,1929
2005,6.5,-1.5,spider,82752ffffffffff,TRUE,26.80740865,1236
2793,8,-12,spider,8275b7fffffffff,TRUE,25.96102397,2678
1977,12,7,spider,82581ffffffffff,TRUE,25.22958374,932
2006,8,0,spider,8258b7fffffffff,TRUE,25.27552287,1324
2007,7.5,-4,spider,827507fffffffff,TRUE,26.65120951,1071
1994,9,-7,spider,82544ffffffffff,TRUE,26.76431274,1162
2011,8.5,-12.5,spider,8254cffffffffff,TRUE,,
1995,6,-8,spider,8275affffffffff,TRUE,25.65070089,1571
2558,33,-114.6,raccoon,82485ffffffffff,TRUE,,
2411,45.32433,-63.26367,raccoon,822b07fffffffff,TRUE,5.331939697,981
2474,46,-117,raccoon,82288ffffffffff,TRUE,11.75959778,289
2412,44.5,-70.5,raccoon,822baffffffffff,TRUE,4.232162476,1097
2414,48,-89,raccoon,822777fffffffff,TRUE,2.940292358,666
2426,45.5,-88.5,raccoon,822747fffffffff,TRUE,6.897145589,694
2430,44,-79,raccoon,822b9ffffffffff,TRUE,5.54671224,878
2431,42.7,-76,raccoon,822b8ffffffffff,TRUE,4.059199015,1166
2473,46,-120.5,raccoon,82288ffffffffff,TRUE,11.75959778,289
2732,-13,-57.5,anteater,828b87fffffffff,TRUE,24.34240214,1937
2734,-15,-55.5,anteater,828bb7fffffffff,TRUE,22.10921224,1524
2739,-8,-51,anteater,82816ffffffffff,FALSE,25.44510396,1692
2690,-3,-48,anteater,828077fffffffff,FALSE,25.86387634,1697
2726,-14,-55,anteater,828bb7fffffffff,TRUE,22.10921224,1524
2730,-13,-57,anteater,828b87fffffffff,TRUE,24.34240214,1937
2620,5,-69,anteater,826647fffffffff,TRUE,27.22423299,2777
2636,2,-56,anteater,825f27fffffffff,FALSE,26.09668477,1927
2645,5,-59,anteater,825f77fffffffff,TRUE,22.56918335,1985
2647,3,-54,anteater,825f37fffffffff,TRUE,25.18824768,2021
2536,37,-114,porcupine,822997fffffffff,TRUE,10.72418213,298
2543,36,-108,porcupine,8248dffffffffff,TRUE,10.53241475,377
2544,36.5,-104,porcupine,8226d7fffffffff,TRUE,14.04749552,436
2454,36,-98,porcupine,8226c7fffffffff,TRUE,15.13609823,703
2552,35,-106.5,porcupine,8248dffffffffff,TRUE,10.53241475,377
2527,42,-119,porcupine,8228a7fffffffff,TRUE,9.254313151,219
2460,47,-109,porcupine,822797fffffffff,TRUE,7.33656311,415
2553,30,-100,porcupine,82489ffffffffff,TRUE,18.82886759,747
2534,34.5,-113,porcupine,8229b7fffffffff,TRUE,21.50299581,189
2535,39,-109,porcupine,82269ffffffffff,TRUE,6.464701335,489
2384,65.6,-154,porcupine,820c2ffffffffff,TRUE,-3.628000895,319
2473,46,-120.5,porcupine,82288ffffffffff,TRUE,11.75959778,289
2407,51.8,-127,porcupine,82129ffffffffff,TRUE,8.168497721,2545
2474,46,-117,porcupine,82288ffffffffff,TRUE,11.75959778,289
2426,45.5,-88.5,porcupine,822747fffffffff,TRUE,6.897145589,694
2492,43.5,-122,porcupine,82281ffffffffff,TRUE,11.31764221,1092
2462,53.5,-123,porcupine,82128ffffffffff,TRUE,0.751530965,375
2463,52,-124,porcupine,82128ffffffffff,TRUE,0.751530965,375
2535,39,-109,badger,82269ffffffffff,TRUE,6.464701335,489
2536,37,-114,badger,822997fffffffff,TRUE,10.72418213,298
2439,40,-103,badger,8226affffffffff,TRUE,9.624740601,413
2523,36.5,-118,badger,8229affffffffff,TRUE,17.33698018,152
2531,40,-115,badger,82299ffffffffff,TRUE,6.997146606,259
2112,23.4,121,badger,824ba7fffffffff,TRUE,21.60585531,1769
2343,36,140,badger,822f5ffffffffff,TRUE,,
2411,45.32433,-63.26367,badger,822b07fffffffff,FALSE,5.331939697,981
2281,43,47.2,badger,822c77fffffffff,TRUE,12.13285828,271
3938,45.6,-122,wren,8228f7fffffffff,TRUE,11.43285624,1112
2488,46.96637,-123.90088,wren,8228c7fffffffff,TRUE,,
2401,58,-136,wren,821d27fffffffff,TRUE,,
2405,51,-127.3,wren,82129ffffffffff,TRUE,8.168497721,2545
2464,52,-120,wren,8212f7fffffffff,TRUE,0.6512146,865
2466,50.5,-122.8,wren,8228dffffffffff,TRUE,9.138112386,1037
2472,47.11975,-123.53846,wren,8228c7fffffffff,TRUE,,
2477,45.5,-124,wren,8228f7fffffffff,TRUE,11.43285624,1112
2220,51.5,14.4,wren,821f1ffffffffff,TRUE,8.83219401,527
